"78630e03a2cb3b70edec00869db163c07079d9bf,core/src/test/java/org/elasticsearch/common/settings/SettingsTests.java,SettingsTests.java,3,12139.440841729276,13,2,0,0,0,0,32,32,0,14,109,50,647,496,15,12154.326728720975,7,2,0,0,0,0,13,13,0,2,45,14,320,78,Rename Method,Rename Method	public testReplacePropertiesPlaceholderIgnores() : void renamed to public testReplacePropertiesPlaceholderIgnoresPrompt() : void in class org.elasticsearch.common.settings.SettingsTests"
"10b5ffcda5400acabb74c397d100b0034f5fe33a,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,37124.58157634784,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,34179.5849798204,75,11,0,9,2,1,45,23,2,19,134,118,832,923,Rename Method,Rename Method	public testPrimaryPhaseExecutesRequest() : void renamed to public testPrimaryPhaseExecutesDelegatedRequestOnRelocationTarget() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"10b5ffcda5400acabb74c397d100b0034f5fe33a,core/src/test/java/org/elasticsearch/index/shard/IndexShardTests.java,IndexShardTests.java,0,56626.40841209942,90,3,0,4,0,0,77,66,3,79,319,264,2178,7989,0,52225.751269614964,79,2,0,0,0,0,37,31,2,23,261,86,1044,1431,Rename Method,Rename Method	public testDeleteIndexDecreasesCounter() : void renamed to public testDeleteIndexPreventsNewOperations() : void in class org.elasticsearch.index.shard.IndexShardTests"
"58ad172492ef0505334a75b3261994e1163b84f7,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,40004.79448603802,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,34179.5849798204,75,11,0,9,2,1,45,23,2,19,134,118,832,923,Rename Method,Rename Method	public testPrimaryPhaseExecutesRequest() : void renamed to public testPrimaryPhaseExecutesDelegatedRequestOnRelocationTarget() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"58ad172492ef0505334a75b3261994e1163b84f7,core/src/test/java/org/elasticsearch/index/shard/IndexShardTests.java,IndexShardTests.java,0,56626.40841209942,90,3,0,4,0,0,77,66,3,79,319,264,2178,7989,0,52225.751269614964,79,2,0,0,0,0,37,31,2,23,261,86,1044,1431,Rename Method,Rename Method	public testDeleteIndexDecreasesCounter() : void renamed to public testDeleteIndexPreventsNewOperations() : void in class org.elasticsearch.index.shard.IndexShardTests"
"b7e3323ded9dc0b5cb0febf7ea011f416f8f31f0,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,40330.70568451456,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,34179.5849798204,75,11,0,9,2,1,45,23,2,19,134,118,832,923,Rename Method,Rename Method	public testPrimaryPhaseExecutesRequest() : void renamed to public testPrimaryPhaseExecutesDelegatedRequestOnRelocationTarget() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"b7e3323ded9dc0b5cb0febf7ea011f416f8f31f0,core/src/test/java/org/elasticsearch/index/shard/IndexShardTests.java,IndexShardTests.java,0,56626.40841209942,90,3,0,4,0,0,77,66,3,79,319,264,2178,7989,0,52195.67013374422,79,2,0,0,0,0,37,31,2,23,260,86,1043,1431,Rename Method,Rename Method	public testDeleteIndexDecreasesCounter() : void renamed to public testDeleteIndexPreventsNewOperations() : void in class org.elasticsearch.index.shard.IndexShardTests"
"5d9d91b76142f76babc8069bd384e864416ca426,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,40330.70568451456,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,34179.5849798204,75,11,0,9,2,1,45,23,2,19,134,118,832,923,Rename Method,Rename Method	public testPrimaryPhaseExecutesRequest() : void renamed to public testPrimaryPhaseExecutesDelegatedRequestOnRelocationTarget() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"5d9d91b76142f76babc8069bd384e864416ca426,core/src/test/java/org/elasticsearch/index/shard/IndexShardTests.java,IndexShardTests.java,0,56626.40841209942,90,3,0,4,0,0,77,66,3,79,319,264,2178,7989,0,52195.67013374422,79,2,0,0,0,0,37,31,2,23,260,86,1043,1431,Rename Method,Rename Method	public testDeleteIndexDecreasesCounter() : void renamed to public testDeleteIndexPreventsNewOperations() : void in class org.elasticsearch.index.shard.IndexShardTests"
"bb4d8b79fe38a611d77fa8d36e65d1e40f4b6745,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,43191.472268520265,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,34179.5849798204,75,11,0,9,2,1,45,23,2,19,134,118,832,923,Rename Method,Rename Method	public testPrimaryPhaseExecutesRequest() : void renamed to public testPrimaryPhaseExecutesDelegatedRequestOnRelocationTarget() : void in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"bb4d8b79fe38a611d77fa8d36e65d1e40f4b6745,core/src/test/java/org/elasticsearch/index/shard/IndexShardTests.java,IndexShardTests.java,0,56626.40841209942,90,3,0,4,0,0,77,66,3,79,319,264,2178,7989,0,52225.751269614964,79,2,0,0,0,0,37,31,2,23,261,86,1044,1431,Rename Method,Rename Method	public testDeleteIndexDecreasesCounter() : void renamed to public testDeleteIndexPreventsNewOperations() : void in class org.elasticsearch.index.shard.IndexShardTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/GeoHashGridTests.java,GeoHashGridTests.java,45,595.0780464314654,4,2,0,0,0,0,1,0,0,0,6,7,39,0,39,595.0780464314654,4,2,0,0,0,0,1,0,0,0,8,17,61,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : GeoGridFactory renamed to protected createTestAggregatorBuilder() : GeoGridAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.GeoHashGridTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/GlobalTests.java,GlobalTests.java,54,123.79398751947124,4,2,0,0,0,0,1,0,0,0,1,1,27,0,54,123.79398751947124,4,2,0,0,0,0,1,0,0,0,1,1,28,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : Factory renamed to protected createTestAggregatorBuilder() : GlobalAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.GlobalTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/HistogramTests.java,HistogramTests.java,31,1078.7538109823142,5,2,0,0,0,0,3,1,0,0,30,25,108,3,35,1078.7538109823142,5,2,0,0,0,0,1,0,0,0,13,21,76,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : Factory renamed to protected createTestAggregatorBuilder() : HistogramAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.HistogramTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/RangeTests.java,RangeTests.java,34,1038.449157652289,7,2,0,0,0,0,3,2,0,5,23,19,89,3,38,1038.449157652289,5,2,0,0,0,0,1,0,0,5,10,17,58,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : Factory renamed to protected createTestAggregatorBuilder() : RangeAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.RangeTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/SamplerTests.java,SamplerTests.java,51,179.74529681972018,4,2,0,0,0,0,1,0,0,0,3,3,31,0,51,179.74529681972018,2,1,0,0,0,0,1,0,0,0,3,3,31,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : SamplerAggregator.Factory renamed to protected createTestAggregatorBuilder() : SamplerAggregator.SamplerAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.SamplerTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/SignificantTermsTests.java,SignificantTermsTests.java,18,4437.772651930249,18,2,0,1,0,1,3,0,2,2,25,51,183,3,15,4437.772651930249,15,2,0,1,0,1,1,0,0,0,24,62,216,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : SignificantTermsAggregatorFactory renamed to protected createTestAggregatorBuilder() : SignificantTermsAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.SignificantTermsTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/TermsTests.java,TermsTests.java,17,4768.187745046321,10,2,0,1,0,1,2,0,0,0,29,55,189,1,14,4768.187745046321,10,2,0,1,0,1,2,0,0,0,30,65,221,1,Rename Method,Rename Method	protected createTestAggregatorFactory() : TermsAggregatorFactory renamed to protected createTestAggregatorBuilder() : TermsAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.TermsTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/nested/NestedTests.java,NestedTests.java,54,134.671829503467,4,2,0,0,0,0,1,0,0,0,1,1,26,0,54,134.671829503467,4,2,0,0,0,0,1,0,0,0,1,1,27,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : Factory renamed to protected createTestAggregatorBuilder() : NestedAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.nested.NestedTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/bucket/nested/ReverseNestedTests.java,ReverseNestedTests.java,51,191.36873322873222,4,2,0,0,0,0,1,0,0,0,3,3,30,0,51,191.36873322873222,4,2,0,0,0,0,1,0,0,0,3,3,31,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : Factory renamed to protected createTestAggregatorBuilder() : ReverseNestedAggregatorBuilder in class org.elasticsearch.search.aggregations.bucket.nested.ReverseNestedTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/metrics/GeoBoundsTests.java,GeoBoundsTests.java,48,289.9853819512694,4,2,0,0,0,0,1,0,0,0,5,5,36,0,48,289.9853819512694,4,2,0,0,0,0,1,0,0,0,5,5,37,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : Factory renamed to protected createTestAggregatorBuilder() : GeoBoundsAggregatorBuilder in class org.elasticsearch.search.aggregations.metrics.GeoBoundsTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/metrics/GeoCentroidTests.java,GeoCentroidTests.java,48,477.2503367497927,4,2,0,0,0,0,1,0,0,0,5,3,33,0,44,477.2503367497927,5,2,0,0,0,0,1,0,0,0,7,6,47,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : Factory renamed to protected createTestAggregatorBuilder() : GeoCentroidAggregatorBuilder in class org.elasticsearch.search.aggregations.metrics.GeoCentroidTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/metrics/PercentileRanksTests.java,PercentileRanksTests.java,41,900.9445005050503,5,2,0,0,0,0,1,0,0,0,10,10,47,0,39,900.9445005050503,6,2,0,0,0,0,1,0,0,0,13,13,61,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : PercentileRanksAggregatorFactory renamed to protected createTestAggregatorBuilder() : PercentileRanksAggregatorBuilder in class org.elasticsearch.search.aggregations.metrics.PercentileRanksTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/metrics/PercentilesTests.java,PercentilesTests.java,35,971.6600448817397,7,2,0,0,0,0,3,2,0,0,19,16,88,3,37,971.6600448817397,6,2,0,0,0,0,1,0,0,0,14,17,66,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : PercentilesAggregatorFactory renamed to protected createTestAggregatorBuilder() : PercentilesAggregatorBuilder in class org.elasticsearch.search.aggregations.metrics.PercentilesTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/metrics/ScriptedMetricTests.java,ScriptedMetricTests.java,40,720.5316624006913,7,2,0,0,0,0,2,0,0,1,14,13,57,1,40,720.5316624006913,6,2,0,0,0,0,2,0,0,0,12,12,55,1,Rename Method,Rename Method	protected createTestAggregatorFactory() : Factory renamed to protected createTestAggregatorBuilder() : ScriptedMetricAggregatorBuilder in class org.elasticsearch.search.aggregations.metrics.ScriptedMetricTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/metrics/TopHitsTests.java,TopHitsTests.java,20,3242.980585032737,7,2,0,0,0,0,2,1,0,1,39,46,186,1,23,3242.980585032737,5,2,0,0,0,0,1,0,0,0,28,43,140,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : TopHitsAggregator.Factory renamed to protected createTestAggregatorBuilder() : TopHitsAggregator.TopHitsAggregatorBuilder in class org.elasticsearch.search.aggregations.metrics.TopHitsTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/metrics/ValueCountTests.java,ValueCountTests.java,48,457.9669250591349,4,2,0,0,0,0,1,0,0,0,4,3,33,0,44,457.9669250591349,4,2,0,0,0,0,1,0,0,0,6,6,46,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : ValueCountAggregator.Factory renamed to protected createTestAggregatorBuilder() : ValueCountAggregator.ValueCountAggregatorBuilder in class org.elasticsearch.search.aggregations.metrics.ValueCountTests"
"a0b004acb5965508782f5430c240f71580478832,core/src/test/java/org/elasticsearch/search/aggregations/metrics/cardinality/CardinalityTests.java,CardinalityTests.java,48,444.367108134211,4,2,0,0,0,0,1,0,0,0,4,3,32,0,45,444.367108134211,5,2,0,0,0,0,1,0,0,0,6,6,45,0,Rename Method,Rename Method	protected createTestAggregatorFactory() : CardinalityAggregatorFactory renamed to protected createTestAggregatorBuilder() : CardinalityAggregatorBuilder in class org.elasticsearch.search.aggregations.metrics.cardinality.CardinalityTests"
"16d01088dedf82326ca2c2cbeffdd13f3d54221f,core/src/test/java/org/elasticsearch/search/suggest/phrase/PhraseSuggestionBuilderTests.java,PhraseSuggestionBuilderTests.java,17,3537.6785273719865,11,2,0,0,0,0,7,2,3,14,67,54,208,21,23,3476.404548109203,8,2,0,0,0,0,4,1,2,6,42,39,148,6,Extract Method,Extract Method	public randomPhraseSuggestionBuilder() : PhraseSuggestionBuilder extracted from protected randomSuggestionBuilder() : PhraseSuggestionBuilder in class org.elasticsearch.search.suggest.phrase.PhraseSuggestionBuilderTests"
"e883febfb8cf466354a3b64c3cd2159061325de0,core/src/test/java/org/elasticsearch/search/suggest/phrase/DirectCandidateGeneratorTests.java,DirectCandidateGeneratorTests.java,19,9288.619115995196,8,2,0,1,0,1,9,6,4,6,63,31,182,30,15,9776.491694849154,25,2,0,1,0,1,8,6,3,44,78,26,285,43,Extract Method,Extract Method	public assertEqualGenerators(first DirectCandidateGenerator, second DirectCandidateGenerator) : void extracted from public testBuild() : void in class org.elasticsearch.search.suggest.phrase.DirectCandidateGeneratorTests"
"346ff0435ac2252d2c7e1dc4d95aefa4788f78f4,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,40606.783045817465,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,43191.472268520265,84,11,0,11,2,1,51,25,2,22,156,139,1015,1394,Extract Method,Extract Method	public createTransportChannel(listener PlainActionFuture<Response>, consumer Consumer<Throwable>) : TransportChannel extracted from public createTransportChannel(listener PlainActionFuture<Response>) : TransportChannel in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"9e0f6e3f9c3ba7a539dcb9366529db5ab3295d61,core/src/test/java/org/elasticsearch/search/suggest/phrase/DirectCandidateGeneratorTests.java,DirectCandidateGeneratorTests.java,19,9288.619115995196,8,2,0,1,0,1,9,6,4,6,63,31,182,30,15,9776.491694849154,25,2,0,1,0,1,8,6,3,44,78,26,285,43,Extract Method,Extract Method	public assertEqualGenerators(first DirectCandidateGenerator, second DirectCandidateGenerator) : void extracted from public testBuild() : void in class org.elasticsearch.search.suggest.phrase.DirectCandidateGeneratorTests"
"bbeb09eae7ac3c5d9837bb26eacfac6bba468929,core/src/test/java/org/elasticsearch/search/suggest/phrase/DirectCandidateGeneratorTests.java,DirectCandidateGeneratorTests.java,19,9288.619115995196,8,2,0,1,0,1,9,6,4,6,63,31,182,30,15,9776.491694849154,25,2,0,1,0,1,8,6,3,44,78,26,285,43,Extract Method,Extract Method	public assertEqualGenerators(first DirectCandidateGenerator, second DirectCandidateGenerator) : void extracted from public testBuild() : void in class org.elasticsearch.search.suggest.phrase.DirectCandidateGeneratorTests"
"0da30d5eaec2db083aba0187c595ab6c6d8a428c,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,40606.783045817465,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,43191.472268520265,84,11,0,11,2,1,51,25,2,22,156,139,1015,1394,Extract Method,Extract Method	public createTransportChannel(listener PlainActionFuture<Response>, consumer Consumer<Throwable>) : TransportChannel extracted from public createTransportChannel(listener PlainActionFuture<Response>) : TransportChannel in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"2038429f63cd31721c0522d2d49eab66303c68fb,core/src/test/java/org/elasticsearch/search/suggest/SuggestBuilderTests.java,SuggestBuilderTests.java,26,2186.8920691818607,17,2,0,3,0,3,10,7,4,13,33,26,149,25,31,2186.8920691818607,13,3,0,0,0,0,5,1,0,3,26,14,106,10,Rename Method,Rename Method	protected provideNamedWritbaleRegistry() : NamedWriteableRegistry renamed to protected provideNamedWritableRegistry() : NamedWriteableRegistry in class org.elasticsearch.search.suggest.SuggestBuilderTests"
"e000808836b384388c3a5350656693c0c6c9d4ad,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,40606.783045817465,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,43191.472268520265,84,11,0,11,2,1,51,25,2,22,156,139,1015,1394,Extract Method,Extract Method	public createTransportChannel(listener PlainActionFuture<Response>, consumer Consumer<Throwable>) : TransportChannel extracted from public createTransportChannel(listener PlainActionFuture<Response>) : TransportChannel in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"4a9c84d86d508f68722eeb8686277a22545cbcff,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,40606.783045817465,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,43191.472268520265,84,11,0,11,2,1,51,25,2,22,156,139,1015,1394,Extract Method,Extract Method	public createTransportChannel(listener PlainActionFuture<Response>, consumer Consumer<Throwable>) : TransportChannel extracted from public createTransportChannel(listener PlainActionFuture<Response>) : TransportChannel in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"5a22da1eba53872425100ce72991647f0c52e83f,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,TransportReplicationActionTests.java,0,40606.783045817465,104,5,0,13,3,1,50,32,3,23,186,138,1153,1251,0,43191.472268520265,84,11,0,11,2,1,51,25,2,22,156,139,1015,1394,Extract Method,Extract Method	public createTransportChannel(listener PlainActionFuture<Response>, consumer Consumer<Throwable>) : TransportChannel extracted from public createTransportChannel(listener PlainActionFuture<Response>) : TransportChannel in class org.elasticsearch.action.support.replication.TransportReplicationActionTests"
"5a22da1eba53872425100ce72991647f0c52e83f,core/src/test/java/org/elasticsearch/search/suggest/SuggestBuilderTests.java,SuggestBuilderTests.java,26,2186.8920691818607,17,2,0,3,0,3,10,7,4,13,33,26,149,25,31,2186.8920691818607,13,3,0,0,0,0,5,1,0,3,26,14,106,10,Rename Method,Rename Method	protected provideNamedWritbaleRegistry() : NamedWriteableRegistry renamed to protected provideNamedWritableRegistry() : NamedWriteableRegistry in class org.elasticsearch.search.suggest.SuggestBuilderTests"
"ba40c5bc9a8501cbba67bd346bcc49d6fc0e01f5,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8567.275135631258,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8567.275135631258,42,6,0,6,0,1,21,16,2,0,36,35,282,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"0aba19f4fa5c4fa2ac76ee96996d463a838248ac,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8567.275135631258,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8646.64177827093,42,6,0,6,0,1,21,16,2,0,36,35,283,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"52ce7c485e7e2469073370164d1bc37739ae9068,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8554.41749660897,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8554.41749660897,42,6,0,6,0,1,21,16,2,0,34,35,281,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"379bd94c2a3d6360eb07a4481940202b173d0a0c,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8567.275135631258,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8646.64177827093,42,6,0,6,0,1,21,16,2,0,36,35,283,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"5478c97a362a9f450b75af6ca6c8b2b0a4cf3f90,core/src/test/java/org/elasticsearch/script/ScriptServiceTests.java,ScriptServiceTests.java,12,17983.90905977997,25,2,0,5,0,0,24,20,0,10,58,31,285,154,1,18275.157809817283,31,2,0,13,2,3,31,27,0,42,64,85,456,88,Rename Method,Rename Method	public testHiddenFileSkipped() : void renamed to public testHiddenScriptFileSkipped() : void in class org.elasticsearch.script.ScriptServiceTests"
"f65f84e0ef8cd557b41f37f39a6982d7e9a4c6dc,core/src/test/java/org/elasticsearch/script/ScriptServiceTests.java,ScriptServiceTests.java,12,18718.00573029663,25,2,0,5,0,0,24,20,0,10,58,31,285,154,1,17983.90905977997,30,2,0,13,2,3,31,27,0,42,63,85,450,88,Rename Method,Rename Method	public testHiddenScriptFileSkipped() : void renamed to public testScriptChangesListenerOnceHiddenFileDetected() : void in class org.elasticsearch.script.ScriptServiceTests"
"95a76a5921ff180999db68e2b4e775dc8fa92d44,core/src/test/java/org/elasticsearch/script/ScriptServiceTests.java,ScriptServiceTests.java,13,17560.910327701968,25,2,0,5,0,0,24,20,0,10,58,31,285,154,0,18718.00573029663,31,2,0,13,2,3,33,29,0,39,67,87,463,71,Rename Method,Rename Method	public testScriptChangesListenerOnceHiddenFileDetected() : void renamed to public testScriptCompiledOnceHiddenFileDetected() : void in class org.elasticsearch.script.ScriptServiceTests"
"5fbf1b95dc4e0e0c71f393eeeeefa171fda11a6f,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8567.275135631258,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8616.179015581216,42,6,0,6,0,1,21,16,2,0,35,35,282,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"52acf0e6e17916bdece0a677dfba8e1a5fd064fd,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"f70e5aca503a29911bf5f7db3dc9bfd5a09057f1,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"ef4db5c1e45f98aca78d18e2ae8a3660eec41c35,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"c7fdbd837b01f7defe9cb1c24e2ec65604b0dc96,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"8f642262b45d1ae8769ba9c3af8c78da071357fa,core/src/test/java/org/elasticsearch/action/admin/cluster/node/tasks/TransportTasksActionTests.java,TransportTasksActionTests.java,0,22230.774697053726,53,10,0,6,0,0,41,25,0,19,130,90,700,1055,0,20763.396924954886,63,10,0,15,4,2,53,37,3,13,76,90,569,980,Extract Method,Extract Method	private startBlockingTestNodesAction(checkLatch CountDownLatch, listener ActionListener<NodesResponse>) : Task extracted from public testRunningTasksCount() : void in class org.elasticsearch.action.admin.cluster.node.tasks.TransportTasksActionTests"
"687aadef00b87b369ca935a1514e37a7b679609c,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8567.275135631258,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8646.64177827093,42,6,0,6,0,1,21,16,2,0,36,35,283,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"687aadef00b87b369ca935a1514e37a7b679609c,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"55cf49420c0de3dba218ccce4933872f36fc5762,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
