"286c1719879e0b5d1b0d665d4bdfdf835e0f7b40,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestTaskImpl.java,TestTaskImpl.java,1,12444.66385148365,50,4,0,26,0,1,59,35,0,1,61,65,640,196,7,11730.555393451585,49,4,0,28,0,1,47,24,0,1,52,47,454,235,Rename Method,Rename Method	private runSpeculativeTaskAttemptSucceedsEvenIfFirstFails(failEvent TaskEventType) : void renamed to private runSpeculativeTaskAttemptSucceeds(firstAttemptFinishEvent TaskEventType) : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestTaskImpl"
"a9d515aed870535ea80500c6dac7612720774cda,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/fsdataset/TestRoundRobinVolumeChoosingPolicy.java,TestRoundRobinVolumeChoosingPolicy.java,34,1829.9016698829114,6,1,0,0,0,0,4,4,2,2,15,6,89,6,35,1644.4081342909124,4,1,0,0,0,0,2,2,0,0,13,4,81,1,Extract Method,Extract Method	public testRR(policy VolumeChoosingPolicy<FsVolumeSpi>) : void extracted from public testRR() : void in class org.apache.hadoop.hdfs.server.datanode.fsdataset.TestRoundRobinVolumeChoosingPolicy"
"85c29d073c450b06512bf92ecb06143395ef31ca,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/fsdataset/TestRoundRobinVolumeChoosingPolicy.java,TestRoundRobinVolumeChoosingPolicy.java,34,1829.9016698829114,6,1,0,0,0,0,4,4,2,2,15,6,89,6,35,1644.4081342909124,4,1,0,0,0,0,2,2,0,0,13,4,81,1,Extract Method,Extract Method	public testRR(policy VolumeChoosingPolicy<FsVolumeSpi>) : void extracted from public testRR() : void in class org.apache.hadoop.hdfs.server.datanode.fsdataset.TestRoundRobinVolumeChoosingPolicy"
"a27b04e11aab6f3f97c0d2be41f9b4b9f5e9bf2d,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/qjournal/client/TestQuorumJournalManager.java,TestQuorumJournalManager.java,0,18465.133000948244,22,1,0,6,0,1,34,24,1,15,88,62,850,42,0,18014.70981682723,22,1,0,5,0,1,32,23,1,15,84,59,809,63,Extract Method,Extract Method	private closeLater(qjm QuorumJournalManager) : QuorumJournalManager extracted from private createSpyingQJM() : QuorumJournalManager in class org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager"
"f0351527d546821088d04dd27256f11a5263f697,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/qjournal/client/TestQuorumJournalManager.java,TestQuorumJournalManager.java,0,18465.133000948244,22,1,0,6,0,1,34,24,1,15,88,62,850,42,0,18014.70981682723,22,1,0,5,0,1,32,23,1,15,84,59,809,63,Extract Method,Extract Method	private closeLater(qjm QuorumJournalManager) : QuorumJournalManager extracted from private createSpyingQJM() : QuorumJournalManager in class org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager"
"3209d4a3c4d4c227ca50bbcd1ab3e939beceec35,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/qjournal/client/TestQuorumJournalManager.java,TestQuorumJournalManager.java,0,18465.133000948244,22,1,0,6,0,1,34,24,1,15,88,62,850,42,0,18014.70981682723,22,1,0,5,0,1,32,23,1,15,84,59,809,63,Extract Method,Extract Method	private closeLater(qjm QuorumJournalManager) : QuorumJournalManager extracted from private createSpyingQJM() : QuorumJournalManager in class org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager"
"3209d4a3c4d4c227ca50bbcd1ab3e939beceec35,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/fsdataset/TestRoundRobinVolumeChoosingPolicy.java,TestRoundRobinVolumeChoosingPolicy.java,34,1829.9016698829114,6,1,0,0,0,0,4,4,2,2,15,6,89,6,35,1644.4081342909124,4,1,0,0,0,0,2,2,0,0,13,4,81,1,Extract Method,Extract Method	public testRR(policy VolumeChoosingPolicy<FsVolumeSpi>) : void extracted from public testRR() : void in class org.apache.hadoop.hdfs.server.datanode.fsdataset.TestRoundRobinVolumeChoosingPolicy"
"b7aaa1b74cad0b5ccaf114076a571215a63cdc09,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/qjournal/client/TestQuorumJournalManager.java,TestQuorumJournalManager.java,0,18465.133000948244,22,1,0,6,0,1,34,24,1,15,88,62,850,42,0,18014.70981682723,22,1,0,5,0,1,32,23,1,15,84,59,809,63,Extract Method,Extract Method	private closeLater(qjm QuorumJournalManager) : QuorumJournalManager extracted from private createSpyingQJM() : QuorumJournalManager in class org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager"
"b7aaa1b74cad0b5ccaf114076a571215a63cdc09,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/fsdataset/TestRoundRobinVolumeChoosingPolicy.java,TestRoundRobinVolumeChoosingPolicy.java,34,1829.9016698829114,6,1,0,0,0,0,4,4,2,2,15,6,89,6,35,1644.4081342909124,4,1,0,0,0,0,2,2,0,0,13,4,81,1,Extract Method,Extract Method	public testRR(policy VolumeChoosingPolicy<FsVolumeSpi>) : void extracted from public testRR() : void in class org.apache.hadoop.hdfs.server.datanode.fsdataset.TestRoundRobinVolumeChoosingPolicy"
"2e789dd9a6ec5784c98efcde17e9f64f410bcd53,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/mapred/TestCopyMapper.java,TestCopyMapper.java,0,28108.768312058637,28,1,0,9,0,9,35,16,14,95,107,121,911,59,0,25519.038834095725,24,1,0,8,0,8,24,13,8,65,85,93,729,0,Extract Method,Extract Method	private touchFile(path String, createMultipleBlocks boolean) : void extracted from private touchFile(path String) : void in class org.apache.hadoop.tools.mapred.TestCopyMapper"
"88086534a8506ca5a58b65f541d98e66c73d0851,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/mapred/TestCopyMapper.java,TestCopyMapper.java,0,28108.768312058637,28,1,0,9,0,9,35,16,14,95,107,121,911,59,0,25519.038834095725,24,1,0,8,0,8,24,13,8,65,85,93,729,0,Extract Method,Extract Method	private touchFile(path String, createMultipleBlocks boolean) : void extracted from private touchFile(path String) : void in class org.apache.hadoop.tools.mapred.TestCopyMapper"
"9830ae8d73cf7e9099f84a0bebeb21757743e9f9,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/mapred/TestCopyMapper.java,TestCopyMapper.java,0,28022.881937286806,28,1,0,9,0,9,35,16,14,95,107,121,911,59,0,25436.184811907104,24,1,0,8,0,8,24,13,8,65,85,93,724,0,Extract Method,Extract Method	private touchFile(path String, createMultipleBlocks boolean) : void extracted from private touchFile(path String) : void in class org.apache.hadoop.tools.mapred.TestCopyMapper"
"2186912ff942aeb28e514fb207f5ce1e8bdae367,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/mapred/TestCopyMapper.java,TestCopyMapper.java,0,28108.768312058637,28,1,0,9,0,9,35,16,14,95,107,121,911,59,0,25519.038834095725,24,1,0,8,0,8,24,13,8,65,85,93,729,0,Extract Method,Extract Method	private touchFile(path String, createMultipleBlocks boolean) : void extracted from private touchFile(path String) : void in class org.apache.hadoop.tools.mapred.TestCopyMapper"
"cb78a65a152a4f576a3255df3676c3b788c84eb5,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/launcher/TestContainerLauncher.java,TestContainerLauncher.java,12,10196.213445634063,59,4,0,12,0,2,14,9,0,4,67,26,390,49,13,9955.445669346967,52,4,0,11,0,2,15,9,0,3,59,27,351,74,Inline Method,Inline Method	private test() : void inlined to public testSlowNM() : void in class org.apache.hadoop.mapreduce.v2.app.launcher.TestContainerLauncher"
"0df869e1f72bc3e96f2da6b1b54f62ef8240f652,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/launcher/TestContainerLauncher.java,TestContainerLauncher.java,12,10196.213445634063,59,4,0,12,0,2,14,9,0,4,67,26,390,49,13,9955.445669346967,52,4,0,11,0,2,15,9,0,3,59,27,351,74,Inline Method,Inline Method	private test() : void inlined to public testSlowNM() : void in class org.apache.hadoop.mapreduce.v2.app.launcher.TestContainerLauncher"
"b10f1d36d6a60bfc77f0edf32bdc7448747f284b,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/launcher/TestContainerLauncher.java,TestContainerLauncher.java,12,10196.213445634063,59,4,0,12,0,2,14,9,0,4,67,26,390,49,13,9955.445669346967,52,4,0,11,0,2,15,9,0,3,59,27,351,74,Inline Method,Inline Method	private test() : void inlined to public testSlowNM() : void in class org.apache.hadoop.mapreduce.v2.app.launcher.TestContainerLauncher"
"13df6b76d2396fa656185c626cf7c38b9dc5ebaa,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestINodeFile.java,TestINodeFile.java,0,10745.64071072564,45,1,0,6,1,4,39,25,4,6,153,83,968,509,11,10626.137156265957,16,1,0,5,0,2,14,12,0,1,43,28,413,1,Rename Method,Rename Method	public TestInodeId() : void renamed to public testInodeId() : void in class org.apache.hadoop.hdfs.server.namenode.TestINodeFile"
"6de09af24487e2ff5bc22c7b1a07348c7119de80,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestClientRMService.java,TestClientRMService.java,0,13110.511540546191,116,1,0,16,0,14,41,27,5,57,227,105,1396,1400,11,12294.045778322832,53,1,0,5,0,4,16,10,2,1,87,33,386,161,Extract Method,Extract Method	private mockYarnScheduler() : YarnScheduler extracted from public testConcurrentAppSubmit() : void in class org.apache.hadoop.yarn.server.resourcemanager.TestClientRMService"
"e2a1f994a118030141679d2463d4a12ef416d349,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestClientRMService.java,TestClientRMService.java,0,13110.511540546191,116,1,0,16,0,14,41,27,5,57,227,105,1396,1400,11,12294.045778322832,53,1,0,5,0,4,16,10,2,1,87,33,386,161,Extract Method,Extract Method	private mockYarnScheduler() : YarnScheduler extracted from public testConcurrentAppSubmit() : void in class org.apache.hadoop.yarn.server.resourcemanager.TestClientRMService"
"faca77f227a52907ed278014c3a6f65f0a3e0ea1,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestClientRMService.java,TestClientRMService.java,0,13110.511540546191,116,1,0,16,0,14,41,27,5,57,227,105,1396,1400,11,12294.045778322832,53,1,0,5,0,4,16,10,2,1,87,33,386,161,Extract Method,Extract Method	private mockYarnScheduler() : YarnScheduler extracted from public testConcurrentAppSubmit() : void in class org.apache.hadoop.yarn.server.resourcemanager.TestClientRMService"
"6012f6797730343cf8bdd6d354eda71543a8afd4,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestINodeFile.java,TestINodeFile.java,0,25703.03988148668,45,1,0,6,1,4,39,25,4,6,153,83,968,509,0,26550.341500510967,37,1,0,6,1,3,30,17,3,5,114,64,834,343,Rename Method,Rename Method	public testAppendBlocks() : void renamed to public testConcatBlocks() : void in class org.apache.hadoop.hdfs.server.namenode.TestINodeFile"
"5420f287ccc83df69b6725942754c82b89e46b3e,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/logaggregation/TestAggregatedLogFormat.java,TestAggregatedLogFormat.java,12,7266.867274104702,20,1,0,5,0,5,9,4,0,8,72,36,358,23,27,3633.772605856169,17,1,0,5,0,5,3,2,0,1,31,11,131,0,Extract Method,Extract Method	private getOutputStreamWriter(srcFilePath Path, fileName String) : OutputStreamWriter extracted from private writeSrcFile(srcFilePath Path, fileName String, length long) : void in class org.apache.hadoop.yarn.logaggregation.TestAggregatedLogFormat"
"cfdb09b7cbb5ea1732416da7ce45c78ac4c0849b,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/logaggregation/TestAggregatedLogFormat.java,TestAggregatedLogFormat.java,12,7266.867274104702,20,1,0,5,0,5,9,4,0,8,72,36,358,23,27,3633.772605856169,17,1,0,5,0,5,3,2,0,1,31,11,131,0,Extract Method,Extract Method	private getOutputStreamWriter(srcFilePath Path, fileName String) : OutputStreamWriter extracted from private writeSrcFile(srcFilePath Path, fileName String, length long) : void in class org.apache.hadoop.yarn.logaggregation.TestAggregatedLogFormat"
"82f91de0b618475203aaa3ca8ad1adcdc87cd37a,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestINodeFile.java,TestINodeFile.java,0,24366.343022246332,45,1,0,6,1,4,39,25,4,6,153,83,968,509,0,25191.71775640572,36,1,0,6,1,3,29,16,3,5,113,63,802,314,Rename Method,Rename Method	public testAppendBlocks() : void renamed to public testConcatBlocks() : void in class org.apache.hadoop.hdfs.server.namenode.TestINodeFile"
"781e82ca9a3d05e0463923cf3c709c99827ba10b,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestFairScheduler.java,TestFairScheduler.java,0,65533.84152121125,61,2,0,1,0,1,90,86,0,30,211,141,4175,3075,0,60002.64170584998,45,1,0,8,0,3,40,33,0,7,117,77,1445,0,Extract Method,Extract Method	private createSchedulingRequestExistingApplication(request ResourceRequest, attId ApplicationAttemptId) : void extracted from private createSchedulingRequestExistingApplication(memory int, priority int, attId ApplicationAttemptId) : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestFairScheduler"
"ab4b602ca6b82d1e0c8e998074e42e6647dd6517,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestFairScheduler.java,TestFairScheduler.java,0,65567.93332467064,61,2,0,1,0,1,90,86,0,30,211,141,4175,3075,0,60034.65582666992,45,1,0,8,0,3,40,33,0,7,117,77,1445,0,Extract Method,Extract Method	private createSchedulingRequestExistingApplication(request ResourceRequest, attId ApplicationAttemptId) : void extracted from private createSchedulingRequestExistingApplication(memory int, priority int, attId ApplicationAttemptId) : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestFairScheduler"
"c1b635ed4826b0f9c8574d262dfeb13fa5ceb650,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestFairScheduler.java,TestFairScheduler.java,0,73207.1738064243,61,2,0,1,0,1,90,86,0,30,211,141,4175,3075,0,65369.130385908546,45,1,0,8,0,3,44,36,0,9,118,83,1551,0,Extract Method,Extract Method	private createResourceRequest(memory int, vcores int, host String, priority int, numContainers int, relaxLocality boolean) : ResourceRequest extracted from private createResourceRequest(memory int, host String, priority int, numContainers int, relaxLocality boolean) : ResourceRequest in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestFairScheduler"
"7854b322d4646536f073bb467414fa1dad6f31da,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestFairScheduler.java,TestFairScheduler.java,0,73243.84291787072,61,2,0,1,0,1,90,86,0,30,211,141,4175,3075,0,65403.20206533875,45,1,0,8,0,3,44,36,0,9,118,83,1551,0,Extract Method,Extract Method	private createResourceRequest(memory int, vcores int, host String, priority int, numContainers int, relaxLocality boolean) : ResourceRequest extracted from private createResourceRequest(memory int, host String, priority int, numContainers int, relaxLocality boolean) : ResourceRequest in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestFairScheduler"
"243bcd367ff3130d74676280233041f88aca62a5,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/launcher/TestContainerLaunch.java,TestContainerLaunch.java,0,13050.743584493914,46,2,0,2,0,1,24,21,1,27,140,90,1076,305,10,13028.934193269339,21,2,0,0,0,0,5,5,0,11,79,31,395,10,Extract Method,Extract Method	protected createContainerToken(cId ContainerId) : Token extracted from public testContainerEnvVariables() : void in class org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher.TestContainerLaunch"
"368c7ae735773a56f3aab41a62e55521b36c095c,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/launcher/TestContainerLaunch.java,TestContainerLaunch.java,0,13050.743584493914,46,2,0,2,0,1,24,21,1,27,140,90,1076,305,10,13028.934193269339,21,2,0,0,0,0,5,5,0,11,79,31,395,10,Extract Method,Extract Method	protected createContainerToken(cId ContainerId) : Token extracted from public testContainerEnvVariables() : void in class org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher.TestContainerLaunch"
"cb4c422bb89c88fd55272142bb1ee35ef44a4a8b,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/launcher/TestContainerLaunch.java,TestContainerLaunch.java,0,13050.743584493914,46,2,0,2,0,1,24,21,1,27,140,90,1076,305,10,13028.934193269339,21,2,0,0,0,0,5,5,0,11,79,31,395,10,Extract Method,Extract Method	protected createContainerToken(cId ContainerId) : Token extracted from public testContainerEnvVariables() : void in class org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher.TestContainerLaunch"
"e60fbbcc2e6a0d27d588b620817d29d1c70893a5,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestComputeFairShares.java,TestComputeFairShares.java,23,3634.899300398078,6,1,0,1,0,0,12,10,0,0,12,14,193,0,25,3278.385813646486,7,1,0,2,0,0,11,10,0,0,10,12,181,0,Rename Method,Rename Method	public testLowDemands() : void renamed to public testLowMaxShares() : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestComputeFairShares"
"620f7b0c02791c02feb8cbc347d5f4ca3d47e62b,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestComputeFairShares.java,TestComputeFairShares.java,23,3634.899300398078,6,1,0,1,0,0,12,10,0,0,12,14,193,0,25,3278.385813646486,7,1,0,2,0,0,11,10,0,0,10,12,181,0,Rename Method,Rename Method	public testLowDemands() : void renamed to public testLowMaxShares() : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestComputeFairShares"
"429d148ad2f1730c5f70c30a7525189068987dc0,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestComputeFairShares.java,TestComputeFairShares.java,23,3634.899300398078,6,1,0,1,0,0,12,10,0,0,12,14,193,0,25,3278.385813646486,7,1,0,2,0,0,11,10,0,0,10,12,181,0,Rename Method,Rename Method	public testLowDemands() : void renamed to public testLowMaxShares() : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestComputeFairShares"
"28715282c0a653b18ddebc58b2eae15a1a37f5f8,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestComputeFairShares.java,TestComputeFairShares.java,23,3634.899300398078,6,1,0,1,0,0,12,10,0,0,12,14,193,0,25,3278.385813646486,7,1,0,2,0,0,11,10,0,0,10,12,181,0,Rename Method,Rename Method	public testLowDemands() : void renamed to public testLowMaxShares() : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestComputeFairShares"
